Contractor_Name,Federal_ID,Region,Job_Title,Skill_Level,Hourly_Wage_Rate,Hourly_Bill_Rate,Markup_Percent,Is_Our_Rate,Formula_Version
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Web Developer,Mid-Level,22.76,45.52,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Web Developer,Mid-Level,24.33,48.65,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Web Developer,Senior,27.70,55.39,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Web Developer,Senior,27.79,55.59,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Web Developer,Senior,29.69,59.37,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Web Developer,Expert,30.78,61.56,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Web Developer,Expert,30.84,61.67,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Web Developer,Expert,32.97,65.94,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Web Manager,Junior,18.90,37.80,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Web Manager,Junior,18.93,37.86,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Web Manager,Junior,19.86,39.72,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Web Manager,Mid-Level,23.63,47.25,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Web Manager,Mid-Level,23.54,47.07,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Web Manager,Mid-Level,24.76,49.53,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Web Manager,Senior,28.81,57.62,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Web Manager,Senior,29.00,58.00,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Web Manager,Senior,30.64,61.28,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 1,Web Manager,Expert,32.01,64.01,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 2,Web Manager,Expert,32.11,64.21,100.00,false,
"Bits & Bytes Technology Solutions, Inc.",32-0257462,Region 3,Web Manager,Expert,34.30,68.61,100.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Business Analyst,Junior,31.34,41.69,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Business Analyst,Junior,29.78,39.61,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Business Analyst,Junior,33.27,44.25,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Business Analyst,Mid-Level,40.65,54.06,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Business Analyst,Mid-Level,37.52,49.90,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Business Analyst,Mid-Level,41.42,55.08,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Business Analyst,Senior,52.84,70.28,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Business Analyst,Senior,51.16,68.05,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Business Analyst,Senior,55.92,74.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Business Analyst,Expert,57.93,77.04,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Business Analyst,Expert,56.65,75.35,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Business Analyst,Expert,64.09,85.24,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Cloud Engineer,Junior,37.44,49.79,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Cloud Engineer,Junior,33.77,44.91,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Cloud Engineer,Junior,39.10,52.01,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Cloud Engineer,Mid-Level,45.16,60.06,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Cloud Engineer,Mid-Level,43.81,58.27,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Cloud Engineer,Mid-Level,49.82,66.26,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Cloud Engineer,Senior,60.73,80.78,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Cloud Engineer,Senior,56.30,74.87,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Cloud Engineer,Senior,58.04,77.19,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Cloud Engineer,Expert,67.25,89.44,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Cloud Engineer,Expert,60.07,79.90,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Cloud Engineer,Expert,65.82,87.54,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Administrator,Junior,30.33,40.34,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Administrator,Junior,28.82,38.33,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Administrator,Junior,31.22,41.53,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Administrator,Mid-Level,37.15,49.40,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Administrator,Mid-Level,36.78,48.91,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Administrator,Mid-Level,39.06,51.95,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Administrator,Senior,49.09,65.28,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Administrator,Senior,47.61,63.32,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Administrator,Senior,51.06,67.91,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Administrator,Expert,55.92,74.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Administrator,Expert,52.58,69.94,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Administrator,Expert,62.75,83.45,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Architect,Junior,31.05,41.30,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Architect,Junior,30.72,40.86,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Architect,Junior,34.47,45.85,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Architect,Mid-Level,40.18,53.43,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Architect,Mid-Level,38.97,51.83,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Architect,Mid-Level,39.04,51.92,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Architect,Senior,48.90,65.03,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Architect,Senior,48.37,64.33,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Architect,Senior,57.32,76.24,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Architect,Expert,58.30,77.53,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Architect,Expert,55.38,73.65,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Architect,Expert,64.19,85.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Manager,Junior,28.32,37.66,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Manager,Junior,28.90,38.43,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Manager,Junior,31.70,42.16,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Manager,Mid-Level,42.17,56.08,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Manager,Mid-Level,39.65,52.74,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Manager,Mid-Level,38.22,50.83,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Manager,Senior,51.58,68.60,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Manager,Senior,47.56,63.26,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Manager,Senior,58.83,78.25,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Database Manager,Expert,60.66,80.67,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Database Manager,Expert,55.85,74.28,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Database Manager,Expert,67.32,89.53,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Graphic Designer,Junior,25.80,34.31,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Graphic Designer,Junior,24.27,32.28,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Graphic Designer,Junior,24.68,32.83,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Graphic Designer,Mid-Level,28.54,37.96,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Graphic Designer,Mid-Level,26.30,34.98,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Graphic Designer,Mid-Level,30.35,40.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Graphic Designer,Senior,34.31,45.63,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Graphic Designer,Senior,32.61,43.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Graphic Designer,Senior,38.01,50.55,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Graphic Designer,Expert,40.14,53.39,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Graphic Designer,Expert,37.36,49.69,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Graphic Designer,Expert,41.99,55.84,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Help Desk Manager,Junior,29.80,39.64,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Help Desk Manager,Junior,27.76,36.92,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Help Desk Manager,Junior,30.80,40.96,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Help Desk Manager,Mid-Level,33.65,44.75,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Help Desk Manager,Mid-Level,31.67,42.12,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Help Desk Manager,Mid-Level,34.28,45.60,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Help Desk Manager,Senior,34.96,46.49,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Help Desk Manager,Senior,33.21,44.17,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Help Desk Manager,Senior,36.59,48.66,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Help Desk Manager,Expert,37.29,49.60,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Help Desk Manager,Expert,34.09,45.35,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Help Desk Manager,Expert,38.95,51.80,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,IT Manager,Junior,28.84,38.36,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,IT Manager,Junior,27.68,36.81,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,IT Manager,Junior,31.64,42.08,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,IT Manager,Mid-Level,33.51,44.57,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,IT Manager,Mid-Level,33.50,44.56,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,IT Manager,Mid-Level,33.85,45.02,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,IT Manager,Senior,36.20,48.14,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,IT Manager,Senior,35.67,47.44,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,IT Manager,Senior,36.06,47.96,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,IT Manager,Expert,39.56,52.62,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,IT Manager,Expert,38.92,51.77,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,IT Manager,Expert,37.87,50.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,IT Specialist,Junior,30.85,41.03,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,IT Specialist,Junior,30.45,40.50,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,IT Specialist,Junior,32.76,43.58,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,IT Specialist,Mid-Level,42.59,56.65,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,IT Specialist,Mid-Level,42.45,56.45,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,IT Specialist,Mid-Level,43.57,57.95,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,IT Specialist,Senior,52.81,70.23,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,IT Specialist,Senior,51.65,68.69,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,IT Specialist,Senior,56.24,74.80,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,IT Specialist,Expert,64.13,85.30,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,IT Specialist,Expert,60.93,81.04,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,IT Specialist,Expert,68.22,90.74,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Network Administrator,Junior,29.72,39.53,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Network Administrator,Junior,29.33,39.01,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Network Administrator,Junior,32.13,42.73,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Network Administrator,Mid-Level,40.63,54.04,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Network Administrator,Mid-Level,38.97,51.83,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Network Administrator,Mid-Level,37.92,50.43,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Network Administrator,Senior,50.18,66.74,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Network Administrator,Senior,49.54,65.89,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Network Administrator,Senior,55.88,74.32,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Network Administrator,Expert,59.94,79.72,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Network Administrator,Expert,55.35,73.61,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Network Administrator,Expert,62.22,82.75,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Network Architect,Junior,32.59,43.34,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Network Architect,Junior,31.55,41.96,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Network Architect,Junior,35.36,47.03,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Network Architect,Mid-Level,45.72,60.81,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Network Architect,Mid-Level,43.43,57.76,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Network Architect,Mid-Level,42.65,56.72,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Network Architect,Senior,58.13,77.31,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Network Architect,Senior,54.19,72.08,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Network Architect,Senior,60.64,80.66,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Network Architect,Expert,68.33,90.89,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Network Architect,Expert,62.47,83.08,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Network Architect,Expert,72.92,96.98,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Operations Manager,Junior,27.67,36.80,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Operations Manager,Junior,27.12,36.07,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Operations Manager,Junior,31.23,41.54,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Operations Manager,Mid-Level,29.44,39.16,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Operations Manager,Mid-Level,27.39,36.43,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Operations Manager,Mid-Level,34.56,45.97,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Operations Manager,Senior,30.92,41.12,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Operations Manager,Senior,30.58,40.68,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Operations Manager,Senior,37.88,50.39,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Operations Manager,Expert,32.37,43.06,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Operations Manager,Expert,30.77,40.93,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Operations Manager,Expert,41.94,55.78,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Programmer,Junior,30.57,40.66,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Programmer,Junior,29.89,39.76,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Programmer,Junior,31.69,42.15,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Programmer,Mid-Level,41.81,55.60,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Programmer,Mid-Level,39.34,52.32,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Programmer,Mid-Level,41.42,55.08,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Programmer,Senior,54.86,72.97,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Programmer,Senior,52.62,69.98,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Programmer,Senior,54.29,72.21,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Programmer,Expert,59.03,78.52,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Programmer,Expert,56.09,74.61,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Programmer,Expert,65.85,87.58,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Project Manager,Junior,36.01,47.89,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Project Manager,Junior,33.88,45.06,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Project Manager,Junior,38.62,51.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Project Manager,Mid-Level,43.14,57.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Project Manager,Mid-Level,42.19,56.11,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Project Manager,Mid-Level,47.97,63.80,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Project Manager,Senior,62.02,82.49,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Project Manager,Senior,60.05,79.87,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Project Manager,Senior,64.29,85.50,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Project Manager,Expert,69.43,92.34,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Project Manager,Expert,65.95,87.72,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Project Manager,Expert,71.48,95.06,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Security Analyst,Junior,39.71,52.81,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Security Analyst,Junior,36.64,48.74,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Security Analyst,Junior,40.69,54.12,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Security Analyst,Mid-Level,48.00,63.84,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Security Analyst,Mid-Level,46.06,61.25,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Security Analyst,Mid-Level,51.32,68.26,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Security Analyst,Senior,69.83,92.88,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Security Analyst,Senior,65.05,86.51,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Security Analyst,Senior,71.11,94.57,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Security Analyst,Expert,77.52,103.11,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Security Analyst,Expert,73.63,97.93,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Security Analyst,Expert,80.73,107.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Security Manager,Junior,36.35,48.35,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Security Manager,Junior,33.87,45.05,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Security Manager,Junior,40.10,53.33,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Security Manager,Mid-Level,45.61,60.66,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Security Manager,Mid-Level,43.33,57.63,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Security Manager,Mid-Level,46.80,62.25,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Security Manager,Senior,58.30,77.53,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Security Manager,Senior,57.55,76.54,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Security Manager,Senior,65.18,86.69,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Security Manager,Expert,74.07,98.51,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Security Manager,Expert,68.38,90.94,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Security Manager,Expert,74.47,99.05,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Analyst,Junior,25.65,34.12,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Analyst,Junior,24.37,32.41,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Analyst,Junior,29.67,39.46,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Analyst,Mid-Level,36.82,48.97,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Analyst,Mid-Level,33.90,45.09,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Analyst,Mid-Level,34.61,46.03,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Analyst,Senior,48.29,64.23,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Analyst,Senior,44.05,58.59,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Analyst,Senior,44.52,59.22,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Analyst,Expert,46.59,61.97,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Analyst,Expert,45.18,60.09,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Analyst,Expert,51.08,67.93,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Architect,Junior,39.71,52.81,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Architect,Junior,38.09,50.65,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Architect,Junior,41.47,55.16,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Architect,Mid-Level,45.47,60.48,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Architect,Mid-Level,42.77,56.88,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Architect,Mid-Level,52.83,70.26,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Architect,Senior,64.70,86.05,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Architect,Senior,59.13,78.65,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Architect,Senior,64.63,85.96,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Architect,Expert,67.82,90.20,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Architect,Expert,66.95,89.04,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Architect,Expert,70.64,93.95,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Developer,Junior,30.90,41.09,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Developer,Junior,28.52,37.93,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Developer,Junior,29.97,39.86,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Developer,Mid-Level,39.09,51.99,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Developer,Mid-Level,37.86,50.36,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Developer,Mid-Level,41.67,55.43,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Developer,Senior,49.14,65.36,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Developer,Senior,45.80,60.91,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Developer,Senior,51.76,68.84,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Developer,Expert,57.17,76.03,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Developer,Expert,52.29,69.55,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Developer,Expert,62.59,83.24,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Manager,Junior,36.80,48.94,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Manager,Junior,34.60,46.02,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Manager,Junior,32.72,43.52,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Manager,Mid-Level,43.69,58.10,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Manager,Mid-Level,39.85,53.00,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Manager,Mid-Level,39.66,52.75,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Manager,Senior,57.50,76.48,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Manager,Senior,53.52,71.19,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Manager,Senior,55.78,74.19,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Software Manager,Expert,59.09,78.59,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Software Manager,Expert,56.73,75.45,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Software Manager,Expert,63.10,83.93,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Administrator,Junior,29.30,38.97,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Administrator,Junior,26.16,34.79,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Administrator,Junior,28.08,37.35,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Administrator,Mid-Level,31.19,41.48,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Administrator,Mid-Level,29.94,39.82,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Administrator,Mid-Level,34.96,46.49,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Administrator,Senior,42.45,56.45,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Administrator,Senior,41.18,54.77,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Administrator,Senior,48.33,64.27,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Administrator,Expert,49.13,65.34,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Administrator,Expert,47.15,62.71,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Administrator,Expert,48.83,64.94,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Analyst,Junior,32.88,43.73,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Analyst,Junior,31.22,41.53,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Analyst,Junior,35.25,46.88,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Analyst,Mid-Level,42.96,57.14,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Analyst,Mid-Level,39.27,52.23,33.00,false,
